department,category,datetime,week,year
FF Elmschenhagen,Technische Hilfe,2023-05-07 17:16:00,18,2023
FF Meimersdorf,Technische Hilfe,2023-05-07 17:05:00,18,2023
FF Elmschenhagen,Technische Hilfe,2023-05-07 17:04:00,18,2023
FF Russee,Sonstiger Einsatz,2023-05-07 16:35:00,18,2023
FF Suchsdorf,Technische Hilfe,2023-05-07 16:16:00,18,2023
FF Suchsdorf,Sonstiger Einsatz,2023-05-07 16:16:00,18,2023
FF Russee,Technische Hilfe,2023-05-07 16:13:00,18,2023
FF Schilksee,Technische Hilfe,2023-05-07 16:08:00,18,2023
FF Meimersdorf,Technische Hilfe,2023-05-07 16:06:00,18,2023
FF Russee,Technische Hilfe,2023-02-07 17:56:00,6,2023
FF Suchsdorf,Brand oder Explosion,2023-02-07 15:23:00,6,2023
FF Dietrichsdorf,Brand oder Explosion,2023-01-07 10:27:00,1,2023
FF Schilksee,Brand oder Explosion,2023-01-07 01:14:00,1,2023
FF Dietrichsdorf,Brand oder Explosion,2023-06-28 21:57:00,26,2023
FF Russee,Brand oder Explosion,2023-06-28 17:12:00,26,2023
FF Dietrichsdorf,Brand oder Explosion,2023-06-28 16:08:00,26,2023
FF Elmschenhagen,Brand oder Explosion,2023-06-27 12:02:00,26,2023
FF Schilksee,Brand oder Explosion,2023-06-26 16:28:00,26,2023
FF Wellsee,Sonstiger Einsatz,2023-06-25 19:30:00,25,2023
FF Russee,Sonstiger Einsatz,2023-06-25 10:00:00,25,2023
FF Suchsdorf,Sonstiger Einsatz,2023-06-24 21:30:00,25,2023
FF Gaarden,Sonstiger Einsatz,2023-06-24 21:30:00,25,2023
FF Moorsee,Technische Hilfe,2023-06-24 12:38:00,25,2023
FF Rönne,Technische Hilfe,2023-06-24 12:38:00,25,2023
FF Russee,Brand oder Explosion,2023-06-23 23:55:00,25,2023
FF Russee,Fehlalarm,2023-06-23 21:53:00,25,2023
FF Dietrichsdorf,Brand oder Explosion,2023-06-23 17:08:00,25,2023
FF Russee,Brand oder Explosion,2023-06-23 07:18:00,25,2023
FF Wellsee,Brand oder Explosion,2023-06-22 15:04:00,25,2023
FF Russee,Sonstiger Einsatz,2023-06-22 14:00:00,25,2023
FF Elmschenhagen,Sonstiger Einsatz,2023-06-22 11:30:00,25,2023
FF Suchsdorf,Sonstiger Einsatz,2023-06-21 21:30:00,25,2023
FF Meimersdorf,Sonstiger Einsatz,2023-06-20 11:45:00,25,2023
FF Dietrichsdorf,Brand oder Explosion,2023-06-19 13:59:00,25,2023
FF Dietrichsdorf,Brand oder Explosion,2023-06-18 12:36:00,24,2023
FF Elmschenhagen,Sonstiger Einsatz,2023-06-18 08:45:00,24,2023
FF Suchsdorf,Sonstiger Einsatz,2023-06-17 21:30:00,24,2023
FF Schilksee,Brand oder Explosion,2023-06-16 08:30:00,24,2023
FF Schilksee,Brand oder Explosion,2023-06-16 00:07:00,24,2023
FF Wellsee,Brand oder Explosion,2023-06-15 21:57:00,24,2023
FF Elmschenhagen,Fehlalarm,2023-06-15 20:29:00,24,2023
FF Russee,Brand oder Explosion,2023-06-14 12:40:00,24,2023
FF Russee,Fehlalarm,2023-06-14 10:41:00,24,2023
FF Meimersdorf,Brand oder Explosion,2023-06-13 15:40:00,24,2023
FF Moorsee,Brand oder Explosion,2023-06-13 15:40:00,24,2023
FF Suchsdorf,Brand oder Explosion,2023-06-13 15:40:00,24,2023
Löschzug Gefahrgut,Technische Hilfe,2023-11-06 17:15:00,45,2023
FF Gaarden,Fehlalarm,2023-11-06 00:00:00,45,2023
FF Schilksee,Brand oder Explosion,2023-10-06 23:40:00,40,2023
FF Schilksee,Brand oder Explosion,2023-10-06 23:32:00,40,2023
FF Wellsee,Sonstiger Einsatz,2023-10-06 19:37:00,40,2023
FF Schilksee,Sonstiger Einsatz,2023-10-06 18:32:00,40,2023
FF Wellsee,Brand oder Explosion,2023-10-06 18:32:00,40,2023
FF Schilksee,Brand oder Explosion,2023-10-06 18:28:00,40,2023
FF Russee,Sonstiger Einsatz,2023-10-06 17:50:00,40,2023
FF Wellsee,Sonstiger Einsatz,2023-10-06 17:41:00,40,2023
FF Gaarden,Technische Hilfe,2023-10-06 17:33:00,40,2023
FF Suchsdorf,Technische Hilfe,2023-10-06 17:33:00,40,2023
FF Elmschenhagen,Technische Hilfe,2023-10-06 17:15:00,40,2023
FF Schilksee,Brand oder Explosion,2023-10-06 10:11:00,40,2023
FF Dietrichsdorf,Brand oder Explosion,2023-10-06 09:39:00,40,2023
FF Elmschenhagen,Technische Hilfe,2023-10-06 07:23:00,40,2023
FF Dietrichsdorf,Technische Hilfe,2023-09-06 22:11:00,36,2023
FF Dietrichsdorf,Brand oder Explosion,2023-05-06 23:29:00,18,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-05-06 22:18:00,18,2023
FF Elmschenhagen,Brand oder Explosion,2023-05-06 01:48:00,18,2023
FF Elmschenhagen,Brand oder Explosion,2023-04-06 21:55:00,14,2023
FF Russee,Brand oder Explosion,2023-04-06 20:02:00,14,2023
FF Schilksee,Brand oder Explosion,2023-04-06 02:29:00,14,2023
FF Russee,Brand oder Explosion,2023-03-06 14:53:00,10,2023
FF Meimersdorf,Fehlalarm,2023-01-06 18:38:00,1,2023
FF Wellsee,Brand oder Explosion,2023-01-06 16:34:00,1,2023
FF Schilksee,Technische Hilfe,2023-01-06 07:15:00,1,2023
FF Suchsdorf,Sonstiger Einsatz,2023-05-28 14:13:00,21,2023
FF Russee,Brand oder Explosion,2023-05-28 13:56:00,21,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-05-28 13:56:00,21,2023
FF Gaarden,Brand oder Explosion,2023-05-28 13:54:00,21,2023
FF Meimersdorf,Brand oder Explosion,2023-05-28 13:52:00,21,2023
FF Schilksee,Technische Hilfe,2023-05-27 21:57:00,21,2023
FF Schilksee,Brand oder Explosion,2023-05-27 21:42:00,21,2023
FF Schilksee,Fehlalarm,2023-05-27 18:10:00,21,2023
FF Dietrichsdorf,Brand oder Explosion,2023-05-26 11:46:00,21,2023
FF Meimersdorf,Brand oder Explosion,2023-05-26 11:46:00,21,2023
FF Suchsdorf,Brand oder Explosion,2023-05-26 11:46:00,21,2023
FF Russee,Brand oder Explosion,2023-05-26 11:46:00,21,2023
FF Wellsee,Brand oder Explosion,2023-05-25 11:29:00,21,2023
FF Suchsdorf,Sonstiger Einsatz,2023-05-23 18:10:00,21,2023
FF Suchsdorf,Technische Hilfe,2023-05-23 17:03:00,21,2023
FF Elmschenhagen,Brand oder Explosion,2023-05-22 11:38:00,21,2023
FF Dietrichsdorf,Brand oder Explosion,2023-05-22 09:00:00,21,2023
FF Suchsdorf,Brand oder Explosion,2023-05-21 00:07:00,20,2023
FF Suchsdorf,Sonstiger Einsatz,2023-05-21 00:07:00,20,2023
FF Russee,Brand oder Explosion,2023-05-20 23:23:00,20,2023
FF Elmschenhagen,Fehlalarm,2023-05-18 19:34:00,20,2023
FF Schilksee,Brand oder Explosion,2023-05-18 00:00:00,20,2023
FF Gaarden,Technische Hilfe,2023-05-14 13:01:00,19,2023
FF Wellsee,Brand oder Explosion,2023-05-14 10:10:00,19,2023
FF Dietrichsdorf,Brand oder Explosion,2023-05-14 00:51:00,19,2023
FF Russee,Brand oder Explosion,2023-05-13 10:08:00,19,2023
FF Russee,Brand oder Explosion,2023-12-05 14:49:00,49,2023
FF Russee,Brand oder Explosion,2023-12-05 14:41:00,49,2023
FF Schilksee,Technische Hilfe,2023-12-05 00:00:00,49,2023
FF Russee,Fehlalarm,2023-10-05 03:26:00,40,2023
FF Schilksee,Brand oder Explosion,2023-10-05 00:04:00,40,2023
FF Elmschenhagen,Sonstiger Einsatz,2023-08-05 19:37:00,31,2023
FF Elmschenhagen,Brand oder Explosion,2023-08-05 19:08:00,31,2023
FF Wellsee,Sonstiger Einsatz,2023-08-05 18:29:00,31,2023
FF Moorsee,Brand oder Explosion,2023-08-05 17:43:00,31,2023
FF Russee,Sonstiger Einsatz,2023-08-05 17:38:00,31,2023
FF Elmschenhagen,Sonstiger Einsatz,2023-08-05 17:19:00,31,2023
FF Rönne,Sonstiger Einsatz,2023-08-05 16:51:00,31,2023
FF Moorsee,Sonstiger Einsatz,2023-08-05 16:51:00,31,2023
FF Dietrichsdorf,Brand oder Explosion,2023-08-05 16:31:00,31,2023
FF Wellsee,Brand oder Explosion,2023-04-05 17:45:00,14,2023
FF Schilksee,Brand oder Explosion,2023-04-05 00:16:00,14,2023
FF Elmschenhagen,Brand oder Explosion,2023-03-05 16:34:00,9,2023
FF Russee,Brand oder Explosion,2023-01-05 21:56:00,1,2023
FF Schilksee,Brand oder Explosion,2023-01-05 20:11:00,1,2023
FF Suchsdorf,Fehlalarm,2023-04-29 08:57:00,17,2023
FF Gaarden,Technische Hilfe,2023-04-27 21:16:00,17,2023
FF Gaarden,Brand oder Explosion,2023-04-27 11:13:00,17,2023
FF Schilksee,Brand oder Explosion,2023-04-25 12:32:00,17,2023
FF Elmschenhagen,Brand oder Explosion,2023-04-23 22:24:00,16,2023
FF Elmschenhagen,Brand oder Explosion,2023-04-23 21:46:00,16,2023
FF Schilksee,Technische Hilfe,2023-04-22 23:23:00,16,2023
FF Schilksee,Brand oder Explosion,2023-04-22 23:05:00,16,2023
FF Russee,Sonstiger Einsatz,2023-04-22 09:00:00,16,2023
FF Russee,Brand oder Explosion,2023-04-20 19:26:00,16,2023
FF Russee,Brand oder Explosion,2023-04-20 09:43:00,16,2023
FF Russee,Brand oder Explosion,2023-04-16 11:26:00,15,2023
FF Russee,Fehlalarm,2023-04-16 00:54:00,15,2023
FF Russee,Sonstiger Einsatz,2023-04-14 22:18:00,15,2023
FF Wellsee,Brand oder Explosion,2023-10-04 09:09:00,40,2023
FF Dietrichsdorf,Brand oder Explosion,2023-08-04 20:22:00,31,2023
FF Schilksee,Fehlalarm,2023-06-04 18:16:00,22,2023
FF Dietrichsdorf,Brand oder Explosion,2023-05-04 15:04:00,18,2023
FF Meimersdorf,Technische Hilfe,2023-04-04 16:47:00,14,2023
FF Schilksee,Brand oder Explosion,2023-03-04 07:39:00,9,2023
FF Dietrichsdorf,Technische Hilfe,2023-02-04 18:52:00,5,2023
FF Suchsdorf,Brand oder Explosion,2023-02-04 15:58:00,5,2023
FF Suchsdorf,Brand oder Explosion,2023-02-04 15:13:00,5,2023
FF Suchsdorf,Technische Hilfe,2023-02-04 14:52:00,5,2023
FF Suchsdorf,Sonstiger Einsatz,2023-02-04 14:17:00,5,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-01-04 22:24:00,1,2023
FF Russee,Brand oder Explosion,2023-03-27 18:39:00,13,2023
FF Gaarden,Technische Hilfe,2023-03-26 15:50:00,12,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-03-26 12:45:00,12,2023
FF Gaarden,Technische Hilfe,2023-03-26 12:00:00,12,2023
FF Gaarden,Technische Hilfe,2023-03-26 11:05:00,12,2023
FF Wellsee,Technische Hilfe,2023-03-26 09:30:00,12,2023
FF Gaarden,Technische Hilfe,2023-03-26 09:00:00,12,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-03-26 09:00:00,12,2023
FF Elmschenhagen,Technische Hilfe,2023-03-26 09:00:00,12,2023
FF Elmschenhagen,Brand oder Explosion,2023-03-25 00:52:00,12,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-03-24 14:46:00,12,2023
FF Schilksee,Brand oder Explosion,2023-03-15 10:32:00,11,2023
FF Russee,Technische Hilfe,2023-03-14 20:41:00,11,2023
FF Russee,Brand oder Explosion,2023-10-03 23:03:00,40,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-09-03 23:37:00,35,2023
FF Russee,Brand oder Explosion,2023-09-03 21:32:00,35,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-06-03 19:26:00,22,2023
FF Schilksee,Brand oder Explosion,2023-06-03 12:34:00,22,2023
FF Russee,Fehlalarm,2023-04-03 22:46:00,14,2023
FF Russee,Brand oder Explosion,2023-02-03 20:37:00,5,2023
FF Gaarden,Brand oder Explosion,2023-01-03 19:01:00,1,2023
FF Dietrichsdorf,Brand oder Explosion,2023-01-03 14:06:00,1,2023
FF Russee,Technische Hilfe,2023-02-25 23:06:00,8,2023
FF Schilksee,Brand oder Explosion,2023-02-25 05:48:00,8,2023
FF Dietrichsdorf,Brand oder Explosion,2023-02-21 11:07:00,8,2023
FF Schilksee,Brand oder Explosion,2023-02-19 18:20:00,7,2023
FF Dietrichsdorf,Brand oder Explosion,2023-02-19 16:59:00,7,2023
FF Dietrichsdorf,Technische Hilfe,2023-02-19 11:31:00,7,2023
FF Dietrichsdorf,Technische Hilfe,2023-02-17 15:23:00,7,2023
FF Schilksee,Brand oder Explosion,2023-02-15 06:33:00,7,2023
FF Russee,Brand oder Explosion,2023-12-02 19:18:00,48,2023
FF Schilksee,Brand oder Explosion,2023-10-02 21:35:00,40,2023
FF Elmschenhagen,Brand oder Explosion,2023-05-02 20:35:00,18,2023
FF Russee,Fehlalarm,2023-05-02 18:00:00,18,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-05-02 04:22:00,18,2023
FF Gaarden,Sonstiger Einsatz,2023-04-02 21:00:00,13,2023
FF Russee,Sonstiger Einsatz,2023-04-02 15:30:00,13,2023
FF Schilksee,Technische Hilfe,2023-03-02 16:05:00,9,2023
FF Suchsdorf,Brand oder Explosion,2023-01-31 15:29:00,5,2023
FF Gaarden,Brand oder Explosion,2023-01-29 14:56:00,4,2023
FF Russee,Brand oder Explosion,2023-01-28 02:05:00,4,2023
FF Schilksee,Brand oder Explosion,2023-01-27 03:16:00,4,2023
FF Dietrichsdorf,Fehlalarm,2023-01-25 13:26:00,4,2023
FF Meimersdorf,Brand oder Explosion,2023-01-25 00:55:00,4,2023
FF Wellsee,Technische Hilfe,2023-01-22 13:17:00,3,2023
FF Dietrichsdorf,Brand oder Explosion,2023-01-20 21:21:00,3,2023
FF Russee,Brand oder Explosion,2023-01-20 08:07:00,3,2023
FF Dietrichsdorf,Brand oder Explosion,2023-01-18 21:42:00,3,2023
FF Schilksee,Brand oder Explosion,2023-01-18 12:31:00,3,2023
FF Gaarden,Sonstiger Einsatz,2023-01-15 16:25:00,2,2023
FF Gaarden,Sonstiger Einsatz,2023-01-14 17:45:00,2,2023
FF Elmschenhagen,Brand oder Explosion,2023-01-14 09:42:00,2,2023
FF Suchsdorf,Sonstiger Einsatz,2023-01-13 20:10:00,2,2023
FF Dietrichsdorf,Sonstiger Einsatz,2023-01-13 20:09:00,2,2023
FF Wellsee,Sonstiger Einsatz,2023-01-13 20:06:00,2,2023
FF Russee,Brand oder Explosion,2023-01-13 19:16:00,2,2023
FF Gaarden,Sonstiger Einsatz,2023-01-13 17:45:00,2,2023
FF Russee,Brand oder Explosion,2023-11-01 14:25:00,44,2023
FF Gaarden,Sonstiger Einsatz,2023-08-01 16:10:00,31,2023
FF Russee,Brand oder Explosion,2023-08-01 13:24:00,31,2023
FF Elmschenhagen,Fehlalarm,2023-07-01 18:28:00,26,2023
FF Gaarden,Sonstiger Einsatz,2023-07-01 17:45:00,26,2023
FF Elmschenhagen,Brand oder Explosion,2023-06-01 19:47:00,22,2023
FF Gaarden,Sonstiger Einsatz,2023-06-01 18:00:00,22,2023
FF Russee,Technische Hilfe,2023-05-01 18:20:00,18,2023
FF Dietrichsdorf,Brand oder Explosion,2023-05-01 15:37:00,18,2023
FF Suchsdorf,Brand oder Explosion,2023-04-01 13:01:00,13,2023
FF Suchsdorf,Brand oder Explosion,2023-02-01 21:38:00,5,2023
FF Schilksee,Brand oder Explosion,2023-01-01 03:39:00,52,2023
FF Elmschenhagen,Brand oder Explosion,2023-01-01 02:43:00,52,2023
FF Suchsdorf,Brand oder Explosion,2023-01-01 02:43:00,52,2023
FF Dietrichsdorf,Brand oder Explosion,2023-01-01 02:00:00,52,2023
FF Elmschenhagen,Brand oder Explosion,2023-01-01 01:50:00,52,2023
FF Elmschenhagen,Fehlalarm,2023-01-01 01:33:00,52,2023
FF Elmschenhagen,Brand oder Explosion,2023-01-01 01:24:00,52,2023
FF Elmschenhagen,Brand oder Explosion,2023-01-01 00:50:00,52,2023
FF Wellsee,Brand oder Explosion,2023-01-01 00:16:00,52,2023
FF Dietrichsdorf,Brand oder Explosion,2022-12-31 23:32:00,52,2022
FF Russee,Sonstiger Einsatz,2022-12-31 20:17:00,52,2022
FF Russee,Brand oder Explosion,2022-12-31 19:38:00,52,2022
FF Gaarden,Sonstiger Einsatz,2022-12-31 18:30:00,52,2022
FF Schilksee,Fehlalarm,2022-12-30 21:24:00,52,2022
FF Dietrichsdorf,Brand oder Explosion,2022-12-30 21:22:00,52,2022
FF Gaarden,Sonstiger Einsatz,2022-12-30 17:45:00,52,2022
FF Schilksee,Brand oder Explosion,2022-12-30 14:44:00,52,2022
FF Schilksee,Brand oder Explosion,2022-12-25 20:03:00,51,2022
FF Rönne,Sonstiger Einsatz,2022-12-24 17:38:00,51,2022
FF Moorsee,Sonstiger Einsatz,2022-12-24 17:38:00,51,2022
FF Gaarden,Technische Hilfe,2022-12-24 17:32:00,51,2022
FF Elmschenhagen,Sonstiger Einsatz,2022-12-18 16:53:00,50,2022
FF Rönne,Brand oder Explosion,2022-12-18 16:42:00,50,2022
FF Moorsee,Brand oder Explosion,2022-12-18 16:42:00,50,2022
FF Moorsee,Brand oder Explosion,2022-12-18 14:36:00,50,2022
FF Rönne,Brand oder Explosion,2022-12-18 14:36:00,50,2022
FF Schilksee,Brand oder Explosion,2022-12-15 21:13:00,50,2022
FF Dietrichsdorf,Fehlalarm,2022-12-15 06:52:00,50,2022
FF Suchsdorf,Sonstiger Einsatz,2022-12-13 18:54:00,50,2022
FF Schilksee,Brand oder Explosion,2022-12-13 18:50:00,50,2022
FF Russee,Brand oder Explosion,2022-12-12 16:03:00,50,2022
FF Russee,Sonstiger Einsatz,2022-11-12 10:14:00,45,2022
FF Suchsdorf,Brand oder Explosion,2022-11-12 09:08:00,45,2022
FF Schilksee,Fehlalarm,2022-11-12 09:07:00,45,2022
FF Gaarden,Sonstiger Einsatz,2022-11-12 07:35:00,45,2022
FF Elmschenhagen,Technische Hilfe,2022-11-12 07:15:00,45,2022
FF Dietrichsdorf,Sonstiger Einsatz,2022-11-12 00:21:00,45,2022
FF Schilksee,Brand oder Explosion,2022-10-12 20:46:00,41,2022
FF Dietrichsdorf,Sonstiger Einsatz,2022-09-12 23:28:00,37,2022
FF Schilksee,Fehlalarm,2022-06-12 15:56:00,23,2022
FF Russee,Fehlalarm,2022-05-12 01:13:00,19,2022
FF Schilksee,Brand oder Explosion,2022-02-12 21:38:00,6,2022
FF Schilksee,Brand oder Explosion,2022-01-12 22:01:00,2,2022
FF Elmschenhagen,Brand oder Explosion,2022-01-12 01:33:00,2,2022
FF Schilksee,Brand oder Explosion,2022-11-30 22:16:00,48,2022
FF Dietrichsdorf,Sonstiger Einsatz,2022-11-30 08:23:00,48,2022
FF Russee,Sonstiger Einsatz,2022-11-30 07:57:00,48,2022
FF Suchsdorf,Technische Hilfe,2022-11-30 07:29:00,48,2022
FF Russee,Technische Hilfe,2022-11-30 00:41:00,48,2022
FF Schilksee,Brand oder Explosion,2022-11-28 20:49:00,48,2022
FF Wellsee,Fehlalarm,2022-11-25 09:00:00,47,2022
FF Suchsdorf,Technische Hilfe,2022-11-23 10:20:00,47,2022
FF Russee,Brand oder Explosion,2022-11-22 19:35:00,47,2022
FF Suchsdorf,Technische Hilfe,2022-11-22 19:35:00,47,2022
FF Elmschenhagen,Brand oder Explosion,2022-11-22 19:14:00,47,2022
Löschzug Gefahrgut,Technische Hilfe,2022-11-22 17:51:00,47,2022
FF Russee,Technische Hilfe,2022-11-22 17:51:00,47,2022
FF Elmschenhagen,Technische Hilfe,2022-11-22 17:51:00,47,2022
FF Russee,Technische Hilfe,2022-11-21 01:48:00,47,2022
FF Gaarden,Brand oder Explosion,2022-11-20 19:50:00,46,2022
FF Dietrichsdorf,Brand oder Explosion,2022-11-20 16:21:00,46,2022
FF Dietrichsdorf,Technische Hilfe,2022-11-20 12:35:00,46,2022
FF Schilksee,Technische Hilfe,2022-11-20 11:15:00,46,2022
FF Dietrichsdorf,Sonstiger Einsatz,2022-11-20 10:14:00,46,2022
FF Schilksee,Technische Hilfe,2022-11-20 07:05:00,46,2022
FF Wellsee,Sonstiger Einsatz,2022-11-17 08:15:00,46,2022
FF Russee,Fehlalarm,2022-11-17 00:18:00,46,2022
FF Elmschenhagen,Brand oder Explosion,2022-11-16 20:03:00,46,2022
FF Suchsdorf,Brand oder Explosion,2022-11-16 19:54:00,46,2022
FF Wellsee,Brand oder Explosion,2022-11-13 14:26:00,45,2022
FF Dietrichsdorf,Brand oder Explosion,2022-12-11 22:58:00,49,2022
FF Russee,Brand oder Explosion,2022-12-11 19:37:00,49,2022
FF Russee,Fehlalarm,2022-06-11 17:59:00,23,2022
FF Dietrichsdorf,Brand oder Explosion,2022-05-11 22:32:00,19,2022
FF Dietrichsdorf,Brand oder Explosion,2022-05-11 21:10:00,19,2022
FF Schilksee,Brand oder Explosion,2022-04-11 06:36:00,15,2022
FF Dietrichsdorf,Fehlalarm,2022-02-11 16:47:00,6,2022
FF Gaarden,Brand oder Explosion,2022-02-11 04:49:00,6,2022
FF Meimersdorf,Brand oder Explosion,2022-01-11 19:46:00,2,2022
FF Schilksee,Brand oder Explosion,2022-10-28 11:17:00,43,2022
FF Rönne,Fehlalarm,2022-10-26 15:29:00,43,2022
FF Wellsee,Fehlalarm,2022-10-26 15:29:00,43,2022
FF Moorsee,Fehlalarm,2022-10-26 15:29:00,43,2022
FF Wellsee,Sonstiger Einsatz,2022-10-26 13:57:00,43,2022
FF Rönne,Sonstiger Einsatz,2022-10-26 13:02:00,43,2022
FF Moorsee,Sonstiger Einsatz,2022-10-26 13:02:00,43,2022
FF Russee,Brand oder Explosion,2022-10-26 12:30:00,43,2022
FF Elmschenhagen,Brand oder Explosion,2022-10-26 12:30:00,43,2022
FF Dietrichsdorf,Brand oder Explosion,2022-10-26 12:30:00,43,2022
FF Schilksee,Brand oder Explosion,2022-10-23 00:36:00,42,2022
FF Gaarden,Technische Hilfe,2022-10-22 22:24:00,42,2022
FF Suchsdorf,Technische Hilfe,2022-10-22 22:24:00,42,2022
FF Elmschenhagen,Technische Hilfe,2022-10-22 22:24:00,42,2022
Löschzug Gefahrgut,Technische Hilfe,2022-10-22 22:24:00,42,2022
FF Schilksee,Brand oder Explosion,2022-10-22 20:05:00,42,2022
FF Schilksee,Brand oder Explosion,2022-10-19 01:08:00,42,2022
FF Russee,Brand oder Explosion,2022-10-18 20:01:00,42,2022
FF Dietrichsdorf,Technische Hilfe,2022-10-18 16:02:00,42,2022
FF Dietrichsdorf,Brand oder Explosion,2022-10-17 04:28:00,42,2022
FF Dietrichsdorf,Brand oder Explosion,2022-10-17 03:07:00,42,2022
FF Russee,Technische Hilfe,2022-10-16 19:50:00,41,2022
FF Russee,Fehlalarm,2022-10-16 13:51:00,41,2022
FF Elmschenhagen,Fehlalarm,2022-10-15 22:04:00,41,2022
FF Dietrichsdorf,Brand oder Explosion,2022-10-15 06:16:00,41,2022
FF Gaarden,Brand oder Explosion,2022-12-10 18:27:00,49,2022
FF Russee,Brand oder Explosion,2022-12-10 12:53:00,49,2022
FF Russee,Brand oder Explosion,2022-11-10 18:52:00,45,2022
FF Schilksee,Fehlalarm,2022-10-10 12:41:00,41,2022
FF Gaarden,Technische Hilfe,2022-10-10 06:43:00,41,2022
FF Wellsee,Brand oder Explosion,2022-09-10 10:17:00,36,2022
FF Rönne,Sonstiger Einsatz,2022-09-10 00:46:00,36,2022
FF Moorsee,Sonstiger Einsatz,2022-09-10 00:46:00,36,2022
FF Elmschenhagen,Brand oder Explosion,2022-09-10 00:13:00,36,2022
FF Russee,Brand oder Explosion,2022-07-10 20:16:00,27,2022
FF Elmschenhagen,Brand oder Explosion,2022-06-10 14:16:00,23,2022
FF Schilksee,Brand oder Explosion,2022-04-10 19:59:00,14,2022
FF Schilksee,Technische Hilfe,2022-04-10 12:00:00,14,2022
FF Dietrichsdorf,Brand oder Explosion,2022-01-10 19:29:00,2,2022
FF Dietrichsdorf,Brand oder Explosion,2022-09-30 20:36:00,39,2022
FF Russee,Brand oder Explosion,2022-09-30 08:44:00,39,2022
FF Russee,Technische Hilfe,2022-09-29 21:32:00,39,2022
FF Russee,Technische Hilfe,2022-09-29 07:00:00,39,2022
FF Russee,Technische Hilfe,2022-09-29 04:57:00,39,2022
FF Elmschenhagen,Technische Hilfe,2022-09-29 04:18:00,39,2022
FF Suchsdorf,Technische Hilfe,2022-09-29 04:18:00,39,2022
FF Dietrichsdorf,Brand oder Explosion,2022-09-29 04:18:00,39,2022
Löschzug Gefahrgut,Technische Hilfe,2022-09-29 04:18:00,39,2022
FF Russee,Fehlalarm,2022-09-22 19:29:00,38,2022
FF Suchsdorf,Brand oder Explosion,2022-09-22 13:19:00,38,2022
FF Suchsdorf,Sonstiger Einsatz,2022-09-22 12:20:00,38,2022
FF Schilksee,Brand oder Explosion,2022-09-18 05:47:00,37,2022
FF Russee,Brand oder Explosion,2022-09-18 04:24:00,37,2022
FF Russee,Brand oder Explosion,2022-09-18 02:48:00,37,2022
FF Wellsee,Fehlalarm,2022-09-17 07:42:00,37,2022
FF Russee,Brand oder Explosion,2022-09-16 20:27:00,37,2022
FF Dietrichsdorf,Brand oder Explosion,2022-09-15 16:43:00,37,2022
FF Elmschenhagen,Technische Hilfe,2022-09-13 17:30:00,37,2022
FF Suchsdorf,Sonstiger Einsatz,2022-09-13 16:27:00,37,2022
FF Moorsee,Sonstiger Einsatz,2022-09-13 16:26:00,37,2022
FF Rönne,Sonstiger Einsatz,2022-09-13 16:26:00,37,2022
FF Meimersdorf,Brand oder Explosion,2022-09-13 16:21:00,37,2022
FF Gaarden,Sonstiger Einsatz,2022-09-13 16:21:00,37,2022
FF Elmschenhagen,Brand oder Explosion,2022-09-13 16:21:00,37,2022
FF Dietrichsdorf,Brand oder Explosion,2022-09-13 15:47:00,37,2022
FF Wellsee,Brand oder Explosion,2022-09-13 01:15:00,37,2022
FF Russee,Technische Hilfe,2022-11-09 23:36:00,45,2022
FF Russee,Sonstiger Einsatz,2022-11-09 22:41:00,45,2022
FF Russee,Fehlalarm,2022-11-09 22:10:00,45,2022
FF Russee,Brand oder Explosion,2022-11-09 22:01:00,45,2022
FF Schilksee,Brand oder Explosion,2022-11-09 13:43:00,45,2022
FF Dietrichsdorf,Sonstiger Einsatz,2022-10-09 22:11:00,40,2022
FF Schilksee,Technische Hilfe,2022-09-09 22:31:00,36,2022
FF Russee,Technische Hilfe,2022-09-09 19:01:00,36,2022
FF Russee,Brand oder Explosion,2022-09-09 18:33:00,36,2022
FF Wellsee,Brand oder Explosion,2022-06-09 15:29:00,23,2022
FF Dietrichsdorf,Brand oder Explosion,2022-06-09 11:38:00,23,2022
FF Russee,Brand oder Explosion,2022-06-09 10:50:00,23,2022
FF Suchsdorf,Brand oder Explosion,2022-04-09 17:46:00,14,2022
FF Schilksee,Brand oder Explosion,2022-02-09 19:36:00,6,2022
FF Gaarden,Technische Hilfe,2022-02-09 18:38:00,6,2022
FF Rönne,Technische Hilfe,2022-02-09 18:19:00,6,2022
FF Moorsee,Technische Hilfe,2022-02-09 18:19:00,6,2022
FF Gaarden,Brand oder Explosion,2022-02-09 18:14:00,6,2022
Löschzug Gefahrgut,Technische Hilfe,2022-02-09 17:38:00,6,2022
FF Suchsdorf,Technische Hilfe,2022-02-09 17:38:00,6,2022
FF Gaarden,Sonstiger Einsatz,2022-02-09 17:16:00,6,2022
FF Elmschenhagen,Technische Hilfe,2022-02-09 17:02:00,6,2022
